Lexicon entry	PoS-tag	PoS-tag (Penn Treebank)	Annotation 1
atrofie	n	NN (Noun, singular or mass)	?
attaque	n	NN (Noun, singular or mass)	0
attitude	n	NN (Noun, singular or mass)	-
attractie	n	NN (Noun, singular or mass)	+
audicien	n	NN (Noun, singular or mass)	?
audiotoren	n	NN (Noun, singular or mass)	0
augiasstal	n	NN (Noun, singular or mass)	?
augurk	n	NN (Noun, singular or mass)	0
aula	n	NN (Noun, singular or mass)	0
authentiek	a	JJ (Adjective)	++
autocraat	n	NN (Noun, singular or mass)	-
autocratisch	a	JJ (Adjective)	--
autodidact	n	NN (Noun, singular or mass)	+
automatiseringsdeskundige	n	NN (Noun, singular or mass)	0
autorijden	v	VB (Verb, base form)	0
autoritair	a	JJ (Adjective)	+
autoriteit	n	NN (Noun, singular or mass)	+
autosport	n	NN (Noun, singular or mass)	0
avanceren	v	VB (Verb, base form)	+
averechts	a	JJ (Adjective)	--
aversie	n	NN (Noun, singular or mass)	--
avond	n	NN (Noun, singular or mass)	0
avondje	n	NN (Noun, singular or mass)	0
avondpartij	n	NN (Noun, singular or mass)	+
avonturier	n	NN (Noun, singular or mass)	++
avonturieren	v	VB (Verb, base form)	0
avontuur	n	NN (Noun, singular or mass)	+
azijnpisser	n	NN (Noun, singular or mass)	--
azijnzuur	n	NN (Noun, singular or mass)	0
b.h.	n	NN (Noun, singular or mass)	0
ba	a	NN (Noun, singular or mass)	?
baaierd	n	NN (Noun, singular or mass)	--
baan	n	NN (Noun, singular or mass)	0
baanbrekend	a	JJ (Adjective)	++
baanloos	a	JJ (Adjective)	0
baard	n	NN (Noun, singular or mass)	0
baarkruk	n	NN (Noun, singular or mass)	-
baas	n	NN (Noun, singular or mass)	0
baatzuchtig	a	JJ (Adjective)	--
babbelen	v	VB (Verb, base form)	+
babyface	n	NN (Noun, singular or mass)	-
back-hand	n	NN (Noun, singular or mass)	0
backhand	n	NN (Noun, singular or mass)	0
backswing	n	NN (Noun, singular or mass)	0
bactericide	n	NN (Noun, singular or mass)	0
bacterioloog	n	NN (Noun, singular or mass)	0
badstof	n	NN (Noun, singular or mass)	0
baffer	n	NN (Noun, singular or mass)	-
bakaal	n	NN (Noun, singular or mass)	?
bakbeest	n	NN (Noun, singular or mass)	-
bakblik	n	NN (Noun, singular or mass)	0
bakharing	n	NN (Noun, singular or mass)	0
bakken	v	VB (Verb, base form)	0
balanceerstok	n	NN (Noun, singular or mass)	0
baldadig	a	JJ (Adjective)	--
baliekluiver	n	NN (Noun, singular or mass)	-
ballingschap	n	NN (Noun, singular or mass)	-
ballpoint	n	NN (Noun, singular or mass)	0
balorig	a	JJ (Adjective)	--
balsturig	a	JJ (Adjective)	-
baltsgedrag	n	NN (Noun, singular or mass)	0
bamboe	n	NN (Noun, singular or mass)	0
ban	n	NN (Noun, singular or mass)	--
banaal	a	JJ (Adjective)	--
banaanzak	n	NN (Noun, singular or mass)	?
band	n	NN (Noun, singular or mass)	0
bandeloos	a	JJ (Adjective)	--
bandenspanning	n	NN (Noun, singular or mass)	0
bandleider	n	NN (Noun, singular or mass)	0
bang	a	JJ (Adjective)	-
bangebroek	n	NN (Noun, singular or mass)	--
bangerd	n	NN (Noun, singular or mass)	--
bangerik	n	NN (Noun, singular or mass)	--
bangeschijter	n	NN (Noun, singular or mass)	--
bangheid	n	NN (Noun, singular or mass)	--
bangmakerij	n	NN (Noun, singular or mass)	--
bank	n	NN (Noun, singular or mass)	0
bankje	n	NN (Noun, singular or mass)	0
bantamgewicht	n	NN (Noun, singular or mass)	?
baptist	n	NN (Noun, singular or mass)	0
baptisterium	n	NN (Noun, singular or mass)	?
bar	a	JJ (Adjective)	-
bar	n	NN (Noun, singular or mass)	-
barbaar	n	NN (Noun, singular or mass)	--
barbaars	a	JJ (Adjective)	--
barbaarsheid	n	NN (Noun, singular or mass)	--
barbier	n	NN (Noun, singular or mass)	0
barbituurzuur	n	NN (Noun, singular or mass)	0
barmhartig	a	JJ (Adjective)	++
barmhartigheid	n	NN (Noun, singular or mass)	++
barnsteenzuur	n	NN (Noun, singular or mass)	0
barokmuziek	n	NN (Noun, singular or mass)	0
barometerstand	n	NN (Noun, singular or mass)	0
barre	n	NN (Noun, singular or mass)	--
barrière	n	NN (Noun, singular or mass)	-
barrièremiddel	n	NN (Noun, singular or mass)	0
barrièrerif	n	NN (Noun, singular or mass)	0
base	n	NN (Noun, singular or mass)	0
basischemicalien	n	NN (Noun, singular or mass)	0
bassen	v	VB (Verb, base form)	-
basserool	n	NN (Noun, singular or mass)	?
bastaardzuster	n	NN (Noun, singular or mass)	--
bazelen	v	VB (Verb, base form)	--
beangst	a	JJ (Adjective)	-
beangstigend	a	JJ (Adjective)	--
beauty	n	NN (Noun, singular or mass)	++
bebouwing	n	NN (Noun, singular or mass)	0
bed	n	NN (Noun, singular or mass)	0
bedaard	a	JJ (Adjective)	+
bedachtzaamheid	n	NN (Noun, singular or mass)	++
bedanken	v	VB (Verb, base form)	+
beddedeken	n	NN (Noun, singular or mass)	0
beddendeken	n	NN (Noun, singular or mass)	0
bedeesd	a	JJ (Adjective)	0
bedekken	v	VB (Verb, base form)	0
bedelaar	n	NN (Noun, singular or mass)	-
bedelen	v	VB (Verb, base form)	-
bedelzak	n	NN (Noun, singular or mass)	--
bedenkelijk	a	JJ (Adjective)	-
bedenken	v	VB (Verb, base form)	+
bedenker	n	NN (Noun, singular or mass)	+
bedenktijd	n	NN (Noun, singular or mass)	0
bederf	n	NN (Noun, singular or mass)	--
bediende	n	NN (Noun, singular or mass)	0
bediscussiëren	v	VB (Verb, base form)	0
bedompt	a	JJ (Adjective)	-
bedotten	v	VB (Verb, base form)	--
bedrag	n	NN (Noun, singular or mass)	0
bedreigen	v	VB (Verb, base form)	--
bedreigend	a	JJ (Adjective)	--
bedreiging	n	NN (Noun, singular or mass)	-
bedremmeld	a	JJ (Adjective)	--
bedreven	a	JJ (Adjective)	++
bedrevenheid	n	NN (Noun, singular or mass)	++
bedrieger	n	NN (Noun, singular or mass)	--
bedriegerij	n	NN (Noun, singular or mass)	--
bedrieglijk	a	JJ (Adjective)	--
bedrijfscommissie	n	NN (Noun, singular or mass)	0
bedrijfsleiding	n	NN (Noun, singular or mass)	0
bedrijfsorganisatie	n	NN (Noun, singular or mass)	0
bedrijfsvoetbal	n	NN (Noun, singular or mass)	0
bedrijver	n	NN (Noun, singular or mass)	0
bedroefd	a	JJ (Adjective)	--
bedroefdheid	n	NN (Noun, singular or mass)	--
bedroeven	v	VB (Verb, base form)	-
bedroevend	a	JJ (Adjective)	--
bedrog	n	NN (Noun, singular or mass)	--
bedruktheid	n	NN (Noun, singular or mass)	-
beducht	a	JJ (Adjective)	-
beduidend	a	JJ (Adjective)	0
beduusd	a	JJ (Adjective)	-
beduvelarij	n	NN (Noun, singular or mass)	--
bedwelmd	a	JJ (Adjective)	-
bedwelmen	v	VB (Verb, base form)	--
beeldschermresolutie	n	NN (Noun, singular or mass)	0
beeldverbinding	n	NN (Noun, singular or mass)	0
beeltenis	n	NN (Noun, singular or mass)	0
been	n	NN (Noun, singular or mass)	0
beer	n	NN (Noun, singular or mass)	0
beest	n	NN (Noun, singular or mass)	-
beestachtig	a	JJ (Adjective)	-
beestenbende	n	NN (Noun, singular or mass)	--
beestenboel	n	NN (Noun, singular or mass)	-
beestje	n	NN (Noun, singular or mass)	0
beestmens	n	NN (Noun, singular or mass)	--
begaafd	a	JJ (Adjective)	++
begeerte	n	NN (Noun, singular or mass)	+
begeesterd	a	JJ (Adjective)	-
begeestering	n	NN (Noun, singular or mass)	++
begeleider	n	NN (Noun, singular or mass)	0
begeleiding	n	NN (Noun, singular or mass)	+
begenadigd	a	JJ (Adjective)	++
begeren	v	VB (Verb, base form)	+
begerig	a	JJ (Adjective)	+
begiftigen	v	VB (Verb, base form)	--
beginsel	n	NN (Noun, singular or mass)	+
begoochelen	v	VB (Verb, base form)	-
begrijpelijk	a	JJ (Adjective)	+
begrijpen	v	VB (Verb, base form)	+
begrip	n	NN (Noun, singular or mass)	0
begroeid	a	JJ (Adjective)	0
begunstigde	n	NN (Noun, singular or mass)	+
behaard	a	JJ (Adjective)	--
behagen	n	NN (Noun, singular or mass)	++
behandelen	v	VB (Verb, base form)	0
behaviorist	n	NN (Noun, singular or mass)	0
beheerder	n	NN (Noun, singular or mass)	0
beheersbaar	a	JJ (Adjective)	+
beheersing	n	NN (Noun, singular or mass)	+
behendig	a	JJ (Adjective)	++
behendigheid	n	NN (Noun, singular or mass)	++
behoeftig	a	JJ (Adjective)	-
behoeftigheid	n	NN (Noun, singular or mass)	-
behoren	v	VB (Verb, base form)	0
behoudzucht	n	NN (Noun, singular or mass)	0
bejaarde	n	NN (Noun, singular or mass)	-
bekaf	a	JJ (Adjective)	0
bekakt	a	JJ (Adjective)	--
bekend	a	JJ (Adjective)	+
bekende	n	NN (Noun, singular or mass)	0
bekendheid	n	NN (Noun, singular or mass)	+
bekennen	v	VB (Verb, base form)	-
bekervoetbal	n	NN (Noun, singular or mass)	0
bekeuring	n	NN (Noun, singular or mass)	--
bekken	v	VB (Verb, base form)	0
beklaagde	n	NN (Noun, singular or mass)	--
beklemd	a	JJ (Adjective)	--
beklemming	n	NN (Noun, singular or mass)	-
beklemtonen	v	VB (Verb, base form)	0
bekoelen	v	VB (Verb, base form)	--
bekommerd	a	JJ (Adjective)	++
bekoorlijk	a	JJ (Adjective)	++
bekoren	v	VB (Verb, base form)	+
bekritiseren	v	VB (Verb, base form)	-
bekrompen	a	JJ (Adjective)	--
bekvechten	v	VB (Verb, base form)	-
bekwaam	a	JJ (Adjective)	++
bekwaamheid	n	NN (Noun, singular or mass)	++
belabberd	a	JJ (Adjective)	--
belachelijk	a	JJ (Adjective)	--
beladen	v	VB (Verb, base form)	-
belagen	v	VB (Verb, base form)	--
belager	n	NN (Noun, singular or mass)	--
belang	n	NN (Noun, singular or mass)	+
belanghebbende	n	NN (Noun, singular or mass)	0
belangrijk	a	JJ (Adjective)	+
belastend	a	JJ (Adjective)	--
belazeren	v	VB (Verb, base form)	--
beledigd	a	JJ (Adjective)	--
beledigen	v	VB (Verb, base form)	-
belediging	n	NN (Noun, singular or mass)	--
beleefd	a	JJ (Adjective)	
beleefdheid	n	NN (Noun, singular or mass)	++
belegeren	v	VB (Verb, base form)	--
belegering	n	NN (Noun, singular or mass)	--
belemmeren	v	VB (Verb, base form)	-
belemmering	n	NN (Noun, singular or mass)	--
beletsel	n	NN (Noun, singular or mass)	--
beleven	v	VB (Verb, base form)	+
belichaming	n	NN (Noun, singular or mass)	0
bellen	v	VB (Verb, base form)	0
belofte	n	NN (Noun, singular or mass)	+
belonen	v	VB (Verb, base form)	+
beloning	n	NN (Noun, singular or mass)	+
bemanningslid	n	NN (Noun, singular or mass)	0
bemiddeld	a	JJ (Adjective)	+
beminde	n	NN (Noun, singular or mass)	++
beminnaar	n	NN (Noun, singular or mass)	+
beminnelijk	a	JJ (Adjective)	++
beminnen	v	VB (Verb, base form)	+
bemoedigend	a	JJ (Adjective)	++
bemoeilijken	v	VB (Verb, base form)	--
bemoeiziek	a	JJ (Adjective)	--
benadeelde	n	NN (Noun, singular or mass)	--
benauwd	a	JJ (Adjective)	--
bende	n	NN (Noun, singular or mass)	--
bendelid	n	NN (Noun, singular or mass)	-
benig	a	JJ (Adjective)	-
benigne	a	JJ (Adjective)	?
benjamin	n	NN (Noun, singular or mass)	0
benoeming	n	NN (Noun, singular or mass)	0
benoemingscommissie	n	NN (Noun, singular or mass)	0
benul	n	NN (Noun, singular or mass)	0
benzoëzuur	n	NN (Noun, singular or mass)	0
beoefenaar	n	NN (Noun, singular or mass)	0
beoordelaar	n	NN (Noun, singular or mass)	-
beoordelingscommissie	n	NN (Noun, singular or mass)	0
bepalen	v	VB (Verb, base form)	0
bepaling	n	NN (Noun, singular or mass)	0
beperken	v	VB (Verb, base form)	-
beperking	n	NN (Noun, singular or mass)	--
beperkt	a	JJ (Adjective)	--
bepleiter	n	NN (Noun, singular or mass)	+
berber	n	NN (Noun, singular or mass)	0
beregoed	a	JJ (Adjective)	++
bereid	a	JJ (Adjective)	+
bereidheid	n	NN (Noun, singular or mass)	++
bereiken	v	VB (Verb, base form)	+
berekenbaar	a	JJ (Adjective)	++
bergopwaarts	a	JJ (Adjective)	++
bergplaats	n	NN (Noun, singular or mass)	0
bergruimte	n	NN (Noun, singular or mass)	0
bericht	n	NN (Noun, singular or mass)	0
berichtgever	n	NN (Noun, singular or mass)	0
berijpt	a	JJ (Adjective)	0
berispen	v	VB (Verb, base form)	--
berisping	n	NN (Noun, singular or mass)	-
beroemd	a	JJ (Adjective)	++
beroemdheid	n	NN (Noun, singular or mass)	++
beroep	n	NN (Noun, singular or mass)	0
beroepskracht	n	NN (Noun, singular or mass)	++
beroerd	a	JJ (Adjective)	--
beroeren	v	VB (Verb, base form)	+
beroering	n	NN (Noun, singular or mass)	-
beroerling	n	NN (Noun, singular or mass)	--
beroerte	n	NN (Noun, singular or mass)	-
berouw	n	NN (Noun, singular or mass)	+
berouwvol	a	JJ (Adjective)	--
beroven	v	VB (Verb, base form)	-
berucht	a	JJ (Adjective)	+
berusten	v	VB (Verb, base form)	+
beschaamd	a	JJ (Adjective)	--
beschamend	a	JJ (Adjective)	--
beschaving	n	NN (Noun, singular or mass)	+
bescheiden	n	JJ (Adjective)	++
bescheidenheid	n	NN (Noun, singular or mass)	+
beschermen	v	VB (Verb, base form)	+
beschermer	n	NN (Noun, singular or mass)	++
bescherming	n	NN (Noun, singular or mass)	++
bescheuren	v	VB (Verb, base form)	+
beschikken	v	VB (Verb, base form)	0
beschimmeld	a	JJ (Adjective)	--
beschimpen	v	VB (Verb, base form)	-
beschonkene	n	NN (Noun, singular or mass)	-
beschuldigde	n	NN (Noun, singular or mass)	--
beschuldigen	v	VB (Verb, base form)	-
beschuldiging	n	NN (Noun, singular or mass)	--
besef	n	NN (Noun, singular or mass)	+
besje	n	NN (Noun, singular or mass)	-
beslechten	v	VB (Verb, base form)	-
beslissing	n	NN (Noun, singular or mass)	0
beslommeringen	n	NNS (Noun, plural)	--
besluit	n	NN (Noun, singular or mass)	0
besluiteloos	a	JJ (Adjective)	--
besluiteloosheid	n	NN (Noun, singular or mass)	--
besluitvaardig	a	JJ (Adjective)	++
besluitvaardigheid	n	NN (Noun, singular or mass)	+
besmet	a	JJ (Adjective)	-
besmetten	v	VB (Verb, base form)	--
besmetting	n	NN (Noun, singular or mass)	--
besnoeien	v	VB (Verb, base form)	0
besodemieterd	a	JJ (Adjective)	--
bespieden	v	VB (Verb, base form)	-
bespottelijk	a	JJ (Adjective)	--
bespotten	v	VB (Verb, base form)	--
bespraakt	a	JJ (Adjective)	+
best	a	JJS (Adjective, superlative)	++
best	n	NN (Noun, singular or mass)	++
bestelauto	n	NN (Noun, singular or mass)	0
bestelkaart	n	NN (Noun, singular or mass)	0
bestelwagen	n	NN (Noun, singular or mass)	0
bestemmen	v	VB (Verb, base form)	0
bestemming	n	NN (Noun, singular or mass)	0
bestendigheid	n	NN (Noun, singular or mass)	+
bestialiteit	n	NN (Noun, singular or mass)	--
bestoken	v	VB (Verb, base form)	-
bestoven	a	JJ (Adjective)	0
bestraffen	v	VB (Verb, base form)	-
bestuur	n	NN (Noun, singular or mass)	0
bestuurslid	n	NN (Noun, singular or mass)	0
beta	n	NN (Noun, singular or mass)	0
betalen	v	VB (Verb, base form)	0
betalingsvoorwaarde	n	NN (Noun, singular or mass)	0
betekenen	v	VB (Verb, base form)	0
betekenis	n	NN (Noun, singular or mass)	0
beter	a	JJR (Adjective, comparative)	++
beteren	v	VB (Verb, base form)	0
beterschap	n	NN (Noun, singular or mass)	0
beteugelen	v	VB (Verb, base form)	-
beteuterd	a	JJ (Adjective)	--
betoeterd	a	JJ (Adjective)	--
betogen	v	VB (Verb, base form)	0
beton	n	NN (Noun, singular or mass)	0
betonrock	n	NN (Noun, singular or mass)	0
betoveren	v	VB (Verb, base form)	+
betrappen	v	VB (Verb, base form)	--
betrekking	n	NN (Noun, singular or mass)	+
betreuren	v	VB (Verb, base form)	-
betreurenswaard	a	JJ (Adjective)	--
betreurenswaardig	a	JJ (Adjective)	--
betrokken	a	JJ (Adjective)	+
betrouwbaar	a	JJ (Adjective)	++
betrouwbaarheid	n	NN (Noun, singular or mass)	++
betrouwen	n	VB (Verb, base form)	0
betwistbaar	a	JJ (Adjective)	-
beul	n	NN (Noun, singular or mass)	--
beuzelaar	n	NN (Noun, singular or mass)	--
beuzelachtig	a	JJ (Adjective)	--
beuzelarij	n	NN (Noun, singular or mass)	--
bevallen	v	VB (Verb, base form)	+
bevelhebber	n	NN (Noun, singular or mass)	0
bevestigen	v	VB (Verb, base form)	0
bevestigend	a	JJ (Adjective)	++
bevinden	v	VB (Verb, base form)	0
bevlekken	v	VB (Verb, base form)	-
bevoegd	a	JJ (Adjective)	++
bevoegdheid	n	NN (Noun, singular or mass)	0
bevolkingstheorie	n	NN (Noun, singular or mass)	0
bevordering	n	NN (Noun, singular or mass)	+
bevorderlijk	a	JJ (Adjective)	++
bevredigend	a	JJ (Adjective)	++
bevrediging	n	NN (Noun, singular or mass)	++
bevreemding	n	NN (Noun, singular or mass)	--
bevreesd	a	JJ (Adjective)	--
bevrijden	v	VB (Verb, base form)	++
bevrijding	n	NN (Noun, singular or mass)	++
bewaarplaats	n	NN (Noun, singular or mass)	0
bewaken	v	VB (Verb, base form)	0
bewaren	v	VB (Verb, base form)	0
beweeglijk	a	JJ (Adjective)	+
bewegen	v	VB (Verb, base form)	0
beweging	n	NN (Noun, singular or mass)	+
bewenen	v	VB (Verb, base form)	--
beweren	v	VB (Verb, base form)	-
bewering	n	NN (Noun, singular or mass)	-
bewerkelijk	a	JJ (Adjective)	-
bewerker	n	NN (Noun, singular or mass)	0
bewonderaar	n	NN (Noun, singular or mass)	++
bewonderenswaard	a	JJ (Adjective)	++
bewonderenswaardig	a	JJ (Adjective)	++
bewondering	n	NN (Noun, singular or mass)	+
bewoner	n	NN (Noun, singular or mass)	0
bezadigd	a	JJ (Adjective)	0
bezemsteel	n	NN (Noun, singular or mass)	0
bezeten	a	JJ (Adjective)	--
bezetene	n	NN (Noun, singular or mass)	--
bezielen	v	VB (Verb, base form)	-
bezieler	n	NN (Noun, singular or mass)	0
bezieling	n	NN (Noun, singular or mass)	++
bezig	a	JJ (Adjective)	+
bezighouden	v	VB (Verb, base form)	-
bezinnen	v	VB (Verb, base form)	0
bezitter	n	NN (Noun, singular or mass)	+
bezoedelen	v	VB (Verb, base form)	0
bezoedeling	n	NN (Noun, singular or mass)	-
bezoeker	n	NN (Noun, singular or mass)	0
bezopen	a	JJ (Adjective)	--
bezorgd	a	JJ (Adjective)	-
bezorgen	v	VB (Verb, base form)	0
bezorger	n	NN (Noun, singular or mass)	0
bezwaar	n	NN (Noun, singular or mass)	-
bezwaarlijk	a	JJ (Adjective)	--
bezwaren	v	VB (Verb, base form)	-
bezwendelen	v	VB (Verb, base form)	--
bezwijken	v	VB (Verb, base form)	--
bias	n	NN (Noun, singular or mass)	-
bibliofiel	n	NN (Noun, singular or mass)	0
bidon	n	NN (Noun, singular or mass)	0
biecht	n	NN (Noun, singular or mass)	-
bieden	v	VB (Verb, base form)	0
bietensap	n	NN (Noun, singular or mass)	0
big boss	n	NN (Noun, singular or mass)	++
big shot	n	NN (Noun, singular or mass)	+
biggemerk	n	NN (Noun, singular or mass)	?
bigotterie	n	NN (Noun, singular or mass)	-
bijbelboek	n	NN (Noun, singular or mass)	0
bijbelverhaal	n	NN (Noun, singular or mass)	0
bijbenen	v	VB (Verb, base form)	0
bijdrage	n	NN (Noun, singular or mass)	0
bijeenzijn	v	VB (Verb, base form)	+
bijeffect	n	NN (Noun, singular or mass)	0
bijenzwerm	n	NN (Noun, singular or mass)	0
bijgeloof	n	NN (Noun, singular or mass)	--
bijgelovig	a	JJ (Adjective)	-
bijgeven	v	VB (Verb, base form)	0
bijpaard	n	NN (Noun, singular or mass)	?
bijstandsvrouw	n	NN (Noun, singular or mass)	-
bijten	v	VB (Verb, base form)	-
bijzitter	n	NN (Noun, singular or mass)	0
bikkelhard	a	JJ (Adjective)	++
biljartkeu	n	NN (Noun, singular or mass)	0
billebadje	n	NN (Noun, singular or mass)	?
billijk	a	JJ (Adjective)	++
billijken	v	VB (Verb, base form)	+
bilspier	n	NN (Noun, singular or mass)	0
bindtouw	n	NN (Noun, singular or mass)	0
bindvliesontsteking	n	NN (Noun, singular or mass)	-
bink	n	NN (Noun, singular or mass)	++
binnen	b		0
binnengaats	b		0
binnenhouden	v	VB (Verb, base form)	0
binnenkomen	v	VB (Verb, base form)	0
binnenkort	b		0
binnenlaten	v	VB (Verb, base form)	0
binnenloodsen	v	VB (Verb, base form)	+
binnenshuis	b		0
binnenskamers	b		-
bint	n	NN (Noun, singular or mass)	0
biochemicus	n	NN (Noun, singular or mass)	0
bioloog	n	NN (Noun, singular or mass)	0
bisschopsstaf	n	NN (Noun, singular or mass)	0
bitter	a	JJ (Adjective)	--
bitter	n	NN (Noun, singular or mass)	--
bizar	a	JJ (Adjective)	-
blaam	n	NN (Noun, singular or mass)	--
blaaskaak	n	NN (Noun, singular or mass)	--
blaffen	v	VB (Verb, base form)	-
blauwdruk	n	NN (Noun, singular or mass)	0
bleek	n	NN (Noun, singular or mass)	-
bleekneus	n	NN (Noun, singular or mass)	-
bleekwater	n	NN (Noun, singular or mass)	0
bleuheid	n	NN (Noun, singular or mass)	0
blieven	v	VB (Verb, base form)	-
blij	a	JJ (Adjective)	++
blijde	a	JJ (Adjective)	++
blijdschap	n	NN (Noun, singular or mass)	++
blijheid	n	NN (Noun, singular or mass)	++
blijken	v	VB (Verb, base form)	0
bliksemen	v	VB (Verb, base form)	-
blind	n	NN (Noun, singular or mass)	-
blindedarmontsteking	n	NN (Noun, singular or mass)	0
blindelings	a	JJ (Adjective)	+
blindenstok	n	NN (Noun, singular or mass)	0
blindheid	n	NN (Noun, singular or mass)	-
blister	n	NN (Noun, singular or mass)	0
blitskikker	n	NN (Noun, singular or mass)	-
blo	a	JJ (Adjective)	?
blode	a	JJ (Adjective)	-
bloed	n	NN (Noun, singular or mass)	-
bloedarm	a	JJ (Adjective)	--
bloedbad	n	NN (Noun, singular or mass)	--
bloedeloos	a	JJ (Adjective)	-
bloedgetuige	n	NN (Noun, singular or mass)	-
bloedgroep	n	NN (Noun, singular or mass)	0
bloedhond	n	NN (Noun, singular or mass)	-
bloedlink	a	JJ (Adjective)	--
bloedspoor	n	NN (Noun, singular or mass)	--
bloedtransfusie	n	NN (Noun, singular or mass)	0
bloedvergieten	n	NN (Noun, singular or mass)	--
bloeien	v	VB (Verb, base form)	+
bloeiwijze	n	NN (Noun, singular or mass)	0
bloemengeur	n	NN (Noun, singular or mass)	+
bloemenhandelaar	n	NN (Noun, singular or mass)	0
bloemig	a	JJ (Adjective)	++
bloesem	n	NN (Noun, singular or mass)	0
bloezen	v	VB (Verb, base form)	0
blohartig	a	JJ (Adjective)	0
blokkeren	v	VB (Verb, base form)	-
blokpatroon	n	NN (Noun, singular or mass)	0
blond	a	JJ (Adjective)	-
bloot	a	JJ (Adjective)	0
bluffen	v	VB (Verb, base form)	-
bluffer	n	NN (Noun, singular or mass)	-
blunder	n	NN (Noun, singular or mass)	--
blussen	v	VB (Verb, base form)	0
bobine	n	NN (Noun, singular or mass)	?
bobo	n	NN (Noun, singular or mass)	-
bochtig	a	JJ (Adjective)	--
bode	n	NN (Noun, singular or mass)	0
bodemerosie	n	NN (Noun, singular or mass)	0
boedelhuis	n	NN (Noun, singular or mass)	0
boef	n	NN (Noun, singular or mass)	--
boegbeeld	n	NN (Noun, singular or mass)	+
boegdeur	n	NN (Noun, singular or mass)	0
boeien	v	VB (Verb, base form)	+
boek	n	NN (Noun, singular or mass)	0
boekenantiquariaat	n	NN (Noun, singular or mass)	0
boekenmarkt	n	NN (Noun, singular or mass)	0
boekje	n	NN (Noun, singular or mass)	0
boekweit	n	NN (Noun, singular or mass)	0
